MOUNTAIN LION,Cougar-RCV,Track,trail,Trail-RCV,AGE,LRFH,QUAL,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8,93/94+95
Male Skittish 3,Male Skittish 3,3d,3B,3B,,,,M,"2,83995363","2,94012568","3,35483782","2,82231197","1,85254696","1,97997224","1,87537282","1,72254345","1,85254696","5,30766737","1,89438772","1,64072883","1,98335611","4,70284817","5,91303426","6,1548068","5,09430839","3,66394385","2,24909042","3,70650926","2,44829754","11,313793","5,22978326","3,30411344","19,1184199","2,89702601","2,67085675","3,17006285","2,10627577","1,73711379","1,68919813","2,27037465","3,1044657","2,45664988","3,83276718","4,82156618","5,09889072","2,17406772","2,6135608","3,83827595","4,79982172","3,95628435","3,17285048","2,90372576","2,96097204","4,74952309","6,31370207","6,78046688","5,82120588","5,42035132","4,28272155","1,67807357","1,68796568","1,75551887","1,66020279","1,33849828","2,30915275","1,81012237","1,63564741","1,65811229","2,19308103","2,30142931","1,56558245","1,60611731","1,74309354","1,4137753","1,83107871","4,25803021","4,82679073","2,75742266","2,58070888","3,17941401","2,31782389","11,4442037","9,81881438","2,70194897","19,5918422","11,0757818","21,786814","14,8401894","81,9351827","82,5186678","42,9125698","55,1522476","88,6351367","84,4934487","90,0035657","97,512298","28,9043034","25,4716088","30,9427416","101,867732","127,383197","5,13967798","4,2579759","3,87088718","1,5698598","3,07520482","4,21496604","5,18268784","6,53749835","1,97845345","4,51603505","52,4152076","12,4817538","2,81639335","3,13965426","2,38815357","16,619958","29,2884098","11,2039595","9,97784807","33,7951016","30,667624","36,6270034","26,28279094","38,9661096","9,39765388","8,5159518","1,2705943441","7,3414754324","1,1035353535","48,53180718","6,2949635","11,9572291","9,13491713","9,11727547","43,325765924","40,572364487","20,235732423","22,5911421","5,6386346665","13,554787038"
Male Skittish 3,Male Skittish 3,3h,3B,3B,,,,M,"3,01355179","3,3551075","3,4174852","3,10180615","1,68738332","1,92991489","1,77744654","2,06931657","1,90001593","5,75770353","2,14881176","1,82168511","2,03317483","5,37711187","6,07914599","6,41507835","5,4221034","3,93613769","2,1430083","3,94100377","2,47407459","15,0540505","8,66566502","4,47923911","27,3758341","3,22723138","2,73148397","3,41334433","2,71766969","1,52116485","2,3524319","2,03900056","3,45868719","2,6340421","3,76220585","5,73161531","4,93880007","2,95869814","2,91011512","4,21934069","4,93510167","4,72330045","3,43117703","3,27209626","3,04198004","4,30801426","6,13223475","7,04752754","6,97746006","6,12847656","5,09359553","1,5956685","1,81553901","1,80558595","1,69426374","1,55805681","2,26458764","2,42039408","1,55629894","1,68250961","2,1063545","2,05427001","1,86817423","1,55218951","2,09560578","1,71832739","2,04391705","4,69676003","4,70374854","3,10098819","2,74673483","3,51292053","2,91561889","15,3984402","13,6887903","2,95727649","27,4516859","17,9641004","30,9181829","23,2710825","94,5632298","88,6398977","34,879538","50,5572322","87,9690858","88,1759102",90,"93,1579448","31,9802932","25,0703033","32,14606","121,233502","111,775083","5,4893356","4,42137148","4,50680861","1,40971264","3,56700018","4,1437008","5,76700627","7,11264107","2,37088036","4,78447928","62,1356521","15,3744156","3,23231125","3,02929382","3,10753537","18,6652858","34,3733605","13,315304","10,497598","39,3584649","45,4157863","54,1892654","34,96012588","55,57478873","9,91070708","9,48352143","1,2236887932","9,6522491025","1,045045045","66,02925229","6,7725927","12,88795064","9,78614449","9,87439885","33,314903621","36,8980659","16,504031462","26,0431609","4,2919169232","11,278214773"
Male Skittish 3,Male Skittish 3,3j,3B,3B,,,,M,"3,01108895","3,36401253","3,65956319","3,06574432","1,74142921","1,71414502","2,01575172","2,14601479","2,11432827","5,99529832","2,34394951","2,07855458","2,13098473","5,57432084","6,47285595","6,85443122","5,88054343","4,4023353","2,07052065","4,44129856","2,41313266","14,0621085","7,90347437","2,41792781","23,3481763","3,03130259","2,91122795","3,33883753","2,76048495","1,75246849","2,11534149","2,72385593","3,35508306","2,86943361","3,85857512","5,77422946","5,68941451","2,81910626","2,77388473","4,18015026","4,94953215","4,8589815","3,60278343","3,23383545","2,84910695","4,98523316","6,78345225","7,44452663","7,05743702","6,32035275","5,13451192","1,76267905","1,78457653","1,78142184","1,63152504","1,67941657","2,17613272","2,0713257","1,64379171","2,02886395","2,1358811","2,16341788","2,02899596","1,52142791","2,08794036","1,52915451","2,24041794","5,02094204","5,58905283","3,04117976","2,93786682","3,52894323","2,65968977","14,2516791","12,3353682","2,94619557","25,3240434","15,6885587","26,6101237","18,9487777","93,3468718","85,0981404","33,7878646","52,8652637","87,6211077","85,8785196","87,6489617","94,9399358","27,8890455","25,0241654","29,1342595","108,306478","116,853048","6,20288944","4,49015131","4,42071598","1,73588324","3,47176648","4,11982955","6,5732112","7,5221607","2,106205","5,57797148","66,6258645","15,4478142","2,88204507","3,68826772","3,07007441","22,718872","38,025317","12,9234785","13,8391733","40,0028392","41,0126021","45,5589014","32,19293264","47,73168698","10,69304075","9,6283657","1,1638297629","7,9615199165","1,1105769227","58,74792734","7,02357572","13,10040899","10,03466467","10,08932004","34,736210688","31,682366051","16,637258949","27,0793607","4,3152070425","10,927953118"
Male Skittish 3,Male Skittish 3,3l,3B,3B,,,,M,"2,93703745","3,10263756","3,91405358","3,24170157","1,86168044","1,84878606","2,028728","2,29123502","2,26812408","5,84885864","2,11370141","1,95931739","2,12418464","5,31584843","5,83462355","6,01421301","5,48771845","3,86513037","1,96949318","3,86980099","2,14441202","10,8572588","7,7048017","3,2973149","20,6333184","3,01918077","2,94023552","3,25432752","2,41221097","1,78099809","2,14977173","2,17178204","3,07432933","3,04902884","4,00041292","5,56363509","4,99529881","2,86299667","2,58161707","3,99898571","5,20043856","5,02796826","3,49393725","2,83599473","2,93255584","4,19283707","6,02991347","7,22848214","7,01912375","5,94367058","4,45273508","1,63423671","1,74366934","1,77394841","1,80907952","1,46536401","2,13528335","1,81756036","1,78865696","2,08739944","2,36944823","2,31694393","2,04967639","1,41292418","2,42739299","1,53707203","2,35026014","4,81141776","5,21306581","2,93004236","2,98014995","3,56396473","2,82219889","11,138811","9,22278086","3,04200114","22,0142457","12,1662526","24,2070607","16,1592101","101,130151","93,7254681","34,5178219","44,3520272","88,1373791","89,5592719","90,3493602","96,3401917","30,9751246","28,6841618","32,4611061","116,680604","118,377654","5,41752224","4,55835571","4,55835571","1,47967568","3,79465214","4,00944377","5,96643418","7,37451265","2,45817088","5,03567045","63,312354","12,6584492","2,80942074","3,97021131","3,26792732","20,4428433","33,3294412","11,2003387","11,9542063","40,6669704","34,1804983","40,3662708","26,22579189","42,4926938","9,97587795","9,83268353","1,2431853224","7,265125799","1,0145631068","53,1529702","7,01669114","13,19543016","9,95372859","10,25839271","38,153877696","29,816461835","16,870865717","29,4666317","4,0173459663","11,866389564"
Male Skittish 3,Male Skittish 3,3n,3B,3B,,,,M,"2,98788113","3,24883353","3,57130096","3,16046636","1,72195306","1,94585746","1,99457881","1,83675245","1,90180604","5,62266552","1,94253734","1,86610636","2,15910599","5,12267011","5,91742589","6,08751036","5,02694458","3,79332721","2,12409868","3,74158523","2,34592513","16,0433333","5,96254403","9,68921255","30,8051598","2,90075292","2,76973304","3,18906252","2,3715299","1,3715333","1,51425639","2,64663656","3,36246854","2,64317258","3,86734753","5,52312822","5,5999182","2,72797274","2,6372009","3,78608573","4,76622304","4,58438885","3,41815545","2,96489826","2,87791662","4,77704907","6,32343583","6,77678617","6,75034077","6,10431615","4,82790777","1,80242188","1,58808683","1,89071542","1,59971367","1,53053256","2,29160022","1,88917297","1,84534813","2,05545199","1,88022394","2,59419124","1,59149222","1,67213747","1,97147804","1,74716249","1,90618053","4,90806685","5,09479121","2,97436136","2,71744587","3,40865234","2,59927322","16,5995379","14,863488","2,68546113","25,9002063","16,7984334","34,6230375","26,8848705","88,8856475","91,1652456","37,5071414","53,6072111","93,4759361","86,2868936","89,494672","99,7476558","29,3517077","26,6299254","31,5473283","109,001031","118,857106","5,28543912","4,38752669","4,55078349","1,12239055","3,42839295","4,32630538","5,34666043","6,48945808","2,61210891","4,7344474","58,9230609","17,5959486","3,08547631","3,34554919","2,87225403","17,8550755","31,3299323","12,3834834","12,3943779","38,2371681","42,6986397","61,507908","36,74776025","62,50024968","9,67296581","9,10156699","1,4637527125","11,11576875","1,0627802686","73,03098205","6,82013449","12,96848198","9,80801562","9,98060085","36,584547932","35,526934219","17,427384485","25,8536847","4,5972985042","12,287555682"
Male Skittish 3,Male Skittish 3,3p,3B,3B,,,,M,"2,87379456","3,35512745","3,63142937","3,03408078","1,77665511","1,77457187","1,99441407","2,09993663","2,14133472","6,06775517","2,12943992","1,76579543","2,1321018","5,39124083","6,20344326","6,54603085","5,65328195","4,14613562","2,05730764","4,2440617","2,30196914","13,0958895","8,91059148","2,28465437","23,380067","3,09085017","3,06762542","3,0191704","2,44451539","1,99453771","2,06667454","2,62564291","3,40857719","2,98367658","3,4878171","5,4024358","5,44118757","2,8072284","2,87681818","4,28360249","4,87632052","4,82665494","3,60929936","3,15893247","2,76001899","4,99244828","6,91413362","7,50104388","6,85711773","5,93893644","4,57434785","1,56972783","1,79006819","1,57928176","1,80365498","1,38280532","2,39364718","1,98089078","1,81238416","1,99639143","2,1990593","2,24840776","1,8484899","1,54135071","2,14352169","1,38636743","2,17889384","4,55782162","5,62551442","2,99175579","3,06780624","3,07077808","2,73760325","13,2480447","11,2389488","2,71644188","25,1835922","15,9611755","26,2633858","18,9345489","92,2656777","79,0905026","32,5468041","55,1875182","82,5798393","84,1802568","86,4630801","94,4371824","29,8838492","27,6773843","27,4256527","102,249051","119,488484","5,84075368","4,30838864","4,13072313","2,26523527","2,82043999","3,97526581","6,17387651","7,1954532","2,02094519","5,06346707","62,5401961","13,5839173","2,86896565","3,61592259","2,92543747","20,6099943","35,7266863","11,6721981","12,2644953","37,9179901","41,1447677","45,1979347","29,94103863","47,67120235","10,14914232","9,21639839","1,158621254","7,856480859","1,1012048189","58,29677914","6,98655682","12,89443216","9,86035138","10,0206376","35,613694496","33,045089054","17,102628244","26,245792","4,5526720626","11,77325928"
Male Twin 8,Male Twin 8,8a,8A,8A,,,,M,"2,50944267","2,91854043","3,07119406","2,57453848","1,43595375","1,66382404","1,69081867","1,9566948","1,56752112","4,73321634","1,7229725","1,58562323","1,59580141","4,60109885","5,59281706","6,69562329","4,52647872","2,79221705","2,80060001","2,77580701","3,91981628","7,43649346","5,58573679","1,18340051","14,0570817","3,64817553","2,87992267","4,44875755","2,27255638","1,41826323","1,52276614","2,17671077","4,05554043","2,79736515","5,23973186","4,75710045","4,44900427","2,61779949","3,11063782","4,91263056","5,07424432","4,13561234","3,2739835","4,07259171","3,51576838","4,66624326","6,81134684","6,34915245","6,24574716","5,76789139","5,72836259","1,3948515","1,51481619","1,31066597","1,55186223","1,39721033","2,06119172","1,5793806","1,65936492","1,52042162","2,04367665","1,83645715","1,61918874","1,21573251","1,827019","1,06484161","2,14777466","4,32242422","4,19110721","3,70413589","2,81794505","4,58339281","3,0701231","7,56527679","6,3548274","3,0527309","16,5507203","7,17326518","16,8514376","8,95561195","72,0674716","72,1565574","47,6025622","60,3299662","88,0567479","85,2046344","88,5463738","104,568671","40,4908853","25,1096788","41,3130069","123,25942","127,193378","4,33402671","5,62252113","4,35745388","1,56962048","3,44379419","5,27111356","4,68543428","6,70017102","2,67069754","4,26374519","56,0980763","8,18909552","2,34241651","2,581433","2,13605554","13,4916715","31,7000082","18,1203158","9,02252957","40,7392772","23,723985483","25,807049578","20,042958187","28,262712461","9,9565478391","9,3708685545","1,1913138491","5,9711431811","1,0625","37,318353022","5,9897344805","11,073715629","8,4991771455","8,5642729637","43,581160387","49,272391849","21,23522817","22,618961432","5,6233076287","12,774847309"
Male Twin 8,Male Twin 8,8c,8A,8A,,,,M,"2,45772899","2,88706357","3,14990562","2,6353796","2,00011357","1,62855368","1,79444959","2,17187531","1,69143255","4,83715698","1,68084796","1,63600857","1,65114493","4,77011212","5,74751239","6,80180477","4,59125116","3,05539429","2,6921181","2,96870789","3,83309688","9,6776688","10,8640738","1,7401493","18,7178065","3,39148712","2,79105505","4,58753916","2,09622807","1,51875026","1,87492338","2,15776031","4,00002434","3,0058208","5,34746475","4,62809064","4,51577275","2,95843738","3,07821692","4,8303246","5,03460507","4,53319129","3,2432184","3,82427815","3,38355235","4,53006179","6,64380934","6,39071148","6,21515511","5,69609386","5,59609244","1,52177407","1,42543509","1,81005379","1,59923212","1,54347572","1,81467909","1,74973961","1,52868843","1,62722479","2,05834719","1,77109087","1,7872017","1,62273175","1,77673106","0,90815874","2,41421413","4,09416802","4,57254272","3,60466644","2,9071883","4,57240072","2,92352628","10,0535717","8,80574617","3,11213293","24,4170836","14,7524736","22,0372226","13,7566421","74,3801541","75,3379878","43,2865854","62,3332605","98,5325631","89,2425455","87,3545072","103,863185","36,1327396","23,8533584","42,1593531","123,891458","127,874984","4,67436804","5,58133498","4,60460136","1,44184487","3,60461217","5,0697126","5,18599042","6,67434641","2,97671199","4,79064586","58,0633734","10,3014335","2,35040886","2,79604552","2,50616536","14,9180115","31,8892506","18,9386099","9,30374681","41,936897","39,16955714","35,793864776","24,894977077","40,999698389","10,255703022","9,6510583991","1,0467235624","8,4759908667","1,0626506024","49,931023386","6,0369691933","11,130077783","8,494698184","8,6723487923","44,292403145","45,734228195","21,1819838","22,998287123","5,5601959818","12,468670688"
Male Twin 8,Male Twin 8,8e,8A,8A,,,,M,"2,54465909","2,62713917","3,23592786","2,80643209","1,46677865","1,61567935","2,63755018","2,29241266","1,54634307","4,80337904","1,42975567","1,76848718","1,55019105","4,17050443","5,44935691","6,35180687","4,76267318","2,6228558","2,82650111","2,71380063","3,63800624","6,87621756","6,2761138","1,75296806","14,4884847","3,64958624","2,92452632","4,03747229","2,07226933","1,32003941","1,6108046","1,74488278","3,59398666","3,30413993","4,57384492","4,65912279","4,02659724","2,1204559","2,98672477","5,02713665","5,33669839","3,60857916","2,93556229","3,92222985","3,81829838","4,47466105","6,50714557","6,48660459","5,92615965","5,40156771","4,90971228","1,38849099","1,4290888","1,44500859","1,62450505","1,42708634","1,64099791","1,53334316","1,56335574","1,9659273","2,05459925","2,18587838","2,15248074","1,38849099","2,19403974","1,0876388","2,30185311","4,25714472","4,06025029","3,54810123","3,10758833","4,14553823","2,83176719","6,8120883","5,54733079","3,17546622","15,9180939","6,91585755","16,7367597","9,22659288","71,0809655","66,9787507","44,8674555","64,051579","81,9947003","87,0870571","84,0114642","102,119523","42,0172218","27,3501174","39,4380288","115,725163","130,756669","4,16981868","5,21773123","3,60219938","2,4887923","2,90359102","4,84659553","4,54095437","6,81143156","2,18315114","4,19165019","52,8813753","8,00221566","2,11402535","4,26713311","2,69883182","13,2908828","29,184083","16,4892444","8,54117714","39,4618065","22,833951468","25,963352605","18,366652503","29,393784153","9,3875499059","8,9945827005","1,2872841652","6,1193971766","1,0436893204","38,45430792","5,863067036","11,214158217","8,4077261292","8,6694991238","49,771504565","30,64274439","22,30175239","22,972562024","5,6918627163","13,928732267"
Male Twin 8,Male Twin 8,8g,8A,8A,,,,M,"2,43157895","2,43015211","2,70740136","2,65487905","1,46486296","1,89877683","1,97857032","2,08098386","1,65462226","5,1082694","1,5697125","1,712446","1,6366367","4,20821291","5,85163299","6,9166016","4,49982606","2,65390046","3,19773253","2,69592778","4,22067382","7,62529218","8,45235199","0,35284577","15,299271","3,97422488","2,64790215","4,5970778","1,62771146","1,88655964","1,58408289","1,83297195","4,04029483","3,02425367","4,8333972","4,11638267","4,20089853","2,12727923","3,25554851","5,06136675","5,26623189","3,77528947","3,25169236","4,07606413","3,61906188","5,15562448","7,16230362","6,48444034","5,87080617","5,43768613","5,299558","1,39052273","1,57118489","1,43326761","1,29833503","1,43068398","1,69493767","1,278775","1,72603012","1,50534502","1,92466109","1,64467019","1,63055016","1,4176952","1,71999104","1,02797159","2,43015211","4,34936853","4,38035921","4,13019653","2,7522428","4,36867602","2,89037435","7,55961418","6,53945808","3,03556155","19,3549734","10,0445064","18,1445104","10,487276","63,9888649","67,8191338","51,9372116","64,0739235","92,0273227","89,4929709","83,1572266","103,585991","42,7655275","21,9678404","41,033276","112,978503","136,995697","3,9569069","5,72031106","4,17195619","1,91393866","3,18272946","4,83860898","4,83860898","6,645023","2,62360131","4,34399562","53,8199358","7,44488123","2,24247806","2,65568782","2,35161908","15,0318636","31,127621","18,6925094","9,33363856","39,7271012","29,39947981","28,631786392","20,025008152","31,72976095","9,677217958","9,2686243109","1,0792626657","6,2114501964","1,0440835267","41,187398874","5,1375534632","10,224011463","7,5691324133","7,7924325133","56,373301411","51,58576854","26,665551641","21,034591809","6,5128764287","14,156516653"
